p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
2.371813864946694e-58,0.7339947337236179,0.476,0.152,1.716007331288933e-54,12,NPM3,NPM3,ENSNFUG00015003902,nucleophosmin/nucleoplasmin 3,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3
3.1595351466508096e-58,0.7423468689806658,0.643,0.263,2.2859236786018609e-54,12,ndufa10,ndufa10,ENSNFUG00015011066,"NADH:ubiquinone oxidoreductase subunit A10",ENSG00000130414,NDUFA10,"NADH:ubiquinone oxidoreductase subunit A10"
5.575488884983552e-58,0.5001328314364526,0.274,0.061,4.0338662082856e-54,12,ash2l,ash2l,ENSNFUG00015007737,"ASH2 like, histone lysine methyltransferase complex subunit",ENSG00000129691,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit"
5.65806782977727e-58,0.5011482911310975,0.408,0.116,4.093612074843855e-54,12,THOC1,THOC1,ENSNFUG00015010728,THO complex 1,ENSG00000079134,THOC1,THO complex 1
8.36757596514545e-58,0.5067604972923406,0.318,0.079,6.053941210782733e-54,12,pagr1,pagr1,ENSNFUG00015009377,PAXIP1 associated glutamate-rich protein 1,ENSG00000280789,PAGR1,PAXIP1 associated glutamate rich protein 1
9.366009209938307e-58,0.8340943312884519,0.792,0.383,6.776307663390365e-54,12,LSM8,LSM8,ENSNFUG00015011629,"LSM8 homolog, U6 small nuclear RNA associated",ENSG00000128534,LSM8,"LSM8 homolog, U6 small nuclear RNA associated"
2.0678003312933918e-57,0.7755288863513368,0.964,0.818,1.496053539690769e-53,12,COX4I1,COX4I1,ENSNFUG00015002159,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial",ENSG00000131143,COX4I1,cytochrome c oxidase subunit 4I1
4.776638932634408e-57,0.7488567228517171,0.97,0.795,3.455898267760994e-53,12,RAN,RAN,ENSNFUG00015003377,"RAN, member RAS oncogene family",ENSG00000132341,RAN,"RAN, member RAS oncogene family"
9.316424788941079e-57,0.5138263565974315,1,0.995,6.74043333479887e-53,12,rps23,rps23,ENSNFUG00015006818,ribosomal protein S23,ENSG00000186468,RPS23,ribosomal protein S23
1.2299252127145587e-56,0.7419226792107421,0.72,0.328,8.898508913989833e-53,12,OLA.5446,OLA.5446,ENSNFUG00015014258,"ES1 protein homolog, mitochondrial-like",,NA,NA
1.464334559841763e-56,0.6751230657672668,0.479,0.157,1.0594460540455156e-52,12,hspa4b,hspa4b,ENSNFUG00015003337,heat shock 70 kDa protein 4-like,ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4
1.515874913946513e-56,0.6830324026723184,0.574,0.212,1.0967355002403022e-52,12,MRPL11,MRPL11,ENSNFUG00015001617,mitochondrial ribosomal protein L11,ENSG00000174547,MRPL11,mitochondrial ribosomal protein L11
2.5732809562661507e-56,0.7133874576960226,0.488,0.163,1.8617687718585602e-52,12,U2SURP,U2SURP,ENSNFUG00015010506,U2 snRNP associated SURP domain containing,ENSG00000163714,U2SURP,U2 snRNP associated SURP domain containing
5.592558543904811e-56,0.8397578725950483,0.711,0.308,4.04621610651513e-52,12,prmt1,prmt1,ENSNFUG00015021721,protein arginine methyltransferase 1,ENSG00000126457,PRMT1,protein arginine methyltransferase 1
5.919111768056912e-56,0.6900755149457822,1,0.927,4.2824773641891755e-52,12,eef1g,eef1g,ENSNFUG00015003934,eukaryotic translation elongation factor 1 gamma,ENSG00000254772,EEF1G,eukaryotic translation elongation factor 1 gamma
7.246407312716095e-56,0.5193762511131436,0.467,0.147,5.242775690750095e-52,12,adnpa,adnpa,ENSNFUG00015015148,activity-dependent neuroprotector homeobox protein-like,ENSG00000101126,ADNP,activity dependent neuroprotector homeobox
8.541750250255642e-56,0.6646952704078051,0.515,0.184,6.179956306059957e-52,12,SRP19,SRP19,ENSNFUG00015005596,signal recognition particle 19,ENSG00000153037,SRP19,signal recognition particle 19
1.3846941549999954e-55,0.8317211542255454,0.685,0.303,1.0018262211424966e-51,12,RNPS1,RNPS1,ENSNFUG00015003768,RNA binding protein with serine rich domain 1,ENSG00000205937,RNPS1,RNA binding protein with serine rich domain 1
1.7901088295232054e-55,0.8722061354453006,0.926,0.628,1.2951437381600391e-51,12,ATP5H,ATP5H,ENSNFUG00015009303,ATP synthase peripheral stalk subunit d,ENSG00000167863,ATP5PD,ATP synthase peripheral stalk subunit d
2.152806996425424e-55,0.5604427734197904,0.381,0.109,1.5575558619137944e-51,12,mrps21,mrps21,ENSNFUG00015019622,mitochondrial ribosomal protein S21,,NA,NA
2.620524256442074e-55,0.5222111454232286,0.28,0.064,1.8959492995358405e-51,12,tada2a,tada2a,ENSNFUG00015000160,transcriptional adaptor 2A,ENSG00000276234,TADA2A,transcriptional adaptor 2A
4.023740371595094e-55,0.8927368568115024,0.875,0.574,2.9111761588490506e-51,12,NDUFAB1,NDUFAB1,ENSNFUG00015001693,"NADH:ubiquinone oxidoreductase subunit AB1",ENSG00000004779,NDUFAB1,"NADH:ubiquinone oxidoreductase subunit AB1"
6.301801639616954e-55,0.6494662522793508,0.295,0.072,4.559353486262866e-51,12,zcchc7,NA,NA,NA,NA,NA,NA
6.82360231357311e-55,0.7466433100159877,0.64,0.261,4.936876273870145e-51,12,PEBP1,PEBP1,ENSNFUG00015012315,phosphatidylethanolamine binding protein 1,,NA,NA
7.731512714313155e-55,0.7502297674021419,0.705,0.304,5.593749448805567e-51,12,GMPR2,GMPR2,ENSNFUG00015006315,guanosine monophosphate reductase 2,ENSG00000100938,GMPR2,guanosine monophosphate reductase 2
8.980224814668638e-55,0.522874140068539,0.372,0.106,6.497192653412759e-51,12,ZGMRPL4,ZGMRPL4,ENSNFUG00015011372,mitochondrial ribosomal protein L4,ENSG00000105364,MRPL4,mitochondrial ribosomal protein L4
1.5313292273864764e-54,0.686472147925247,0.607,0.243,1.1079166960141156e-50,12,pin1,pin1,ENSNFUG00015001320,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",ENSG00000127445,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
1.7072582826371532e-54,0.723261870522523,0.533,0.204,1.2352013674879803e-50,12,lsm3,lsm3,ENSNFUG00015015161,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",ENSG00000170860,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
2.4911367328635426e-54,0.8317348587510144,0.435,0.141,1.802337426226773e-50,12,POLE3,POLE3,ENSNFUG00015003116,"DNA polymerase epsilon 3, accessory subunit",,NA,NA
2.9283142332144243e-54,0.7445945362526413,0.42,0.124,2.118635347730636e-50,12,sptbn2,sptbn2,ENSNFUG00015007110,"spectrin beta chain, non-erythrocytic 1-like",ENSG00000173898,SPTBN2,"spectrin beta, non-erythrocytic 2"
3.0489150363745927e-54,0.7816874186016045,0.738,0.352,2.205890028817018e-50,12,CIRBP,CIRBP,ENSNFUG00015022982,cold inducible RNA binding protein,,NA,NA
5.928590757955713e-54,0.5111159627163486,0.292,0.07,4.289335413380958e-50,12,CISD2,CISD2,ENSNFUG00015001471,CDGSH iron sulfur domain 2,ENSG00000145354,CISD2,CDGSH iron sulfur domain 2
1.6446693843589305e-53,0.7584508001822126,0.557,0.221,1.1899182995836863e-49,12,PSMD7,PSMD7,ENSNFUG00015019333,"proteasome 26S subunit, non-ATPase 7",ENSG00000103035,PSMD7,"proteasome 26S subunit, non-ATPase 7"
1.8648725107150432e-53,1.0704339120855073,0.53,0.196,1.3492352615023338e-49,12,hspa5,hspa5,ENSNFUG00015021050,heat shock protein family A (Hsp70) member 5,ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5
3.5458156890517226e-53,0.8826145630406417,0.818,0.483,2.5653976510289212e-49,12,PSMB4,PSMB4,ENSNFUG00015016443,proteasome 20S subunit beta 4,ENSG00000159377,PSMB4,proteasome 20S subunit beta 4
4.571406911951943e-53,0.5824539903914484,0.277,0.063,3.3074129007972304e-49,12,ENSNFUG00015010694,,ENSNFUG00015010694,NA,,NA,NA
7.420733503175071e-53,0.8957644229759616,0.533,0.207,5.368900689547164e-49,12,SMC3,SMC3,ENSNFUG00015010726,structural maintenance of chromosomes 3,ENSG00000108055,SMC3,structural maintenance of chromosomes 3
9.5630740362579e-53,0.8609433419329504,0.792,0.434,6.91888406523259e-49,12,cox6c,cox6c,ENSNFUG00015009243,cytochrome c oxidase subunit 6C-1,,NA,NA
1.1137058933232066e-52,0.6566089310151617,0.982,0.889,8.0576621381934e-49,12,RPS20,RPS20,ENSNFUG00015016770,ribosomal protein S20,ENSG00000008988,RPS20,ribosomal protein S20
1.559590327945151e-52,0.7182528244559632,0.714,0.331,1.1283636022683166e-48,12,BX248510.1,BX248510.1,ENSNFUG00015008960,mitochondrial ribosomal protein L49,ENSG00000149792,MRPL49,mitochondrial ribosomal protein L49
3.0965511700069053e-52,0.7748046768799448,0.887,0.534,2.240354771499996e-48,12,rbm8a,rbm8a,ENSNFUG00015004925,RNA binding motif protein 8A,ENSG00000265241,RBM8A,RNA binding motif protein 8A
3.6285714951128806e-52,0.5691078098119293,0.393,0.119,2.6252714767141693e-48,12,ncoa5,ncoa5,ENSNFUG00015019091,nuclear receptor coactivator 5,ENSG00000124160,NCOA5,nuclear receptor coactivator 5
4.485985058652881e-52,0.7693088501829652,0.667,0.297,3.2456101899353594e-48,12,polr2l,polr2l,ENSNFUG00015018950,RNA polymerase II subunit L,ENSG00000177700,POLR2L,"RNA polymerase II, I and III subunit L"
8.806760069111817e-52,0.5722788649755112,0.393,0.119,6.3716909100024e-48,12,MATR3L1.1,MATR3L1.1,ENSNFUG00015001659,matrin-3-like,ENSG00000280987,MATR3,matrin 3
8.806760069111817e-52,0.5722788649755112,0.393,0.119,6.3716909100024e-48,12,MATR3L1.1,MATR3L1.1,ENSNFUG00015001659,matrin-3-like,ENSG00000015479,MATR3,matrin 3
1.2355876851480273e-51,0.7560184503032656,0.72,0.353,8.939476902045977e-48,12,SAP18,SAP18,ENSNFUG00015001902,Sin3A associated protein 18,ENSG00000150459,SAP18,Sin3A associated protein 18
1.840833489259556e-51,0.5623056028745781,0.515,0.188,1.3318430294792886e-47,12,psmd6,psmd6,ENSNFUG00015023918,"proteasome 26S subunit, non-ATPase 6",ENSG00000163636,PSMD6,"proteasome 26S subunit, non-ATPase 6"
2.434596364276298e-51,0.5355823800059674,0.378,0.111,1.7614304695539018e-47,12,NPEPL1,NPEPL1,ENSNFUG00015007704,aminopeptidase like 1,ENSG00000215440,NPEPL1,aminopeptidase like 1
3.5753841718370345e-51,0.8354136437618251,0.702,0.329,2.5867904483240945e-47,12,cct6a,cct6a,ENSNFUG00015006445,chaperonin containing TCP1 subunit 6A,ENSG00000132141,CCT6B,chaperonin containing TCP1 subunit 6B
3.973860087376046e-51,0.7276078635508703,0.717,0.333,2.8750877732165695e-47,12,PSMB1,PSMB1,ENSNFUG00015007077,proteasome 20S subunit beta 1,ENSG00000008018,PSMB1,proteasome 20S subunit beta 1
4.457537748644608e-51,0.7543993786769194,0.565,0.222,3.2250285611443735e-47,12,polr2j,polr2j,ENSNFUG00015007439,RNA polymerase II subunit J,ENSG00000005075,POLR2J,RNA polymerase II subunit J
4.457537748644608e-51,0.7543993786769194,0.565,0.222,3.2250285611443735e-47,12,polr2j,polr2j,ENSNFUG00015007439,RNA polymerase II subunit J,ENSG00000285437,POLR2J3,RNA polymerase II subunit J3
4.457537748644608e-51,0.7543993786769194,0.565,0.222,3.2250285611443735e-47,12,polr2j,polr2j,ENSNFUG00015007439,RNA polymerase II subunit J,ENSG00000267645,,"novel protein, POLR2J2-UPK3BL readthrough"
7.845525948463037e-51,1.8851704865898093,0.577,0.255,5.676238023713008e-47,12,pcna,pcna,ENSNFUG00015014638,"Nothobranchius furzeri proliferating cell nuclear antigen (pcna), mRNA.",ENSG00000132646,PCNA,proliferating cell nuclear antigen
1.9305549361960127e-50,0.6470200828170709,0.44,0.151,1.3967564963378151e-46,12,PSMD14,PSMD14,ENSNFUG00015003880,"proteasome 26S subunit, non-ATPase 14",ENSG00000115233,PSMD14,"proteasome 26S subunit, non-ATPase 14"
1.949793116957963e-50,0.7180568761996422,0.494,0.187,1.4106753201190862e-46,12,lsm4,lsm4,ENSNFUG00015021666,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",ENSG00000130520,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
2.0733405389575252e-50,0.576492002816126,0.42,0.131,1.5000618799357695e-46,12,ENSNFUG00015021417,,ENSNFUG00015021417,NA,ENSG00000137965,IFI44,interferon induced protein 44
2.0733405389575252e-50,0.576492002816126,0.42,0.131,1.5000618799357695e-46,12,ENSNFUG00015021417,,ENSNFUG00015021417,NA,ENSG00000137959,IFI44L,interferon induced protein 44 like
2.0992330972452522e-50,0.564851078185457,0.527,0.196,1.51879514585694e-46,12,MRPL52,MRPL52,ENSNFUG00015000153,mitochondrial ribosomal protein L52,ENSG00000172590,MRPL52,mitochondrial ribosomal protein L52
3.8164728988011016e-50,0.6006871658551527,0.414,0.133,2.761218142282597e-46,12,TAF3,TAF3,ENSNFUG00015022468,TATA-box binding protein associated factor 3,ENSG00000165632,TAF3,TATA-box binding protein associated factor 3
4.6363094332783e-50,0.5620796609281572,0.482,0.159,3.35436987497685e-46,12,FERMT3B,FERMT3B,ENSNFUG00015005104,fermitin family member 3,ENSG00000149781,FERMT3,FERM domain containing kindlin 3
4.969413725664392e-50,0.7675531965458733,0.637,0.287,3.595370830518188e-46,12,BUD31,BUD31,ENSNFUG00015003359,BUD31 homolog,ENSG00000106245,BUD31,BUD31 homolog
5.70670055127489e-50,0.7175120590408501,0.943,0.784,4.128797848847383e-46,12,ATP5B,ATP5B,ENSNFUG00015000801,ATP synthase F1 subunit beta,ENSG00000110955,ATP5F1B,ATP synthase F1 subunit beta
7.407226169186259e-50,0.7113895310324758,0.705,0.336,5.3591281334062586e-46,12,atp5fa1,atp5fa1,ENSNFUG00015003380,"ATP synthase subunit alpha, mitochondrial",ENSG00000152234,ATP5F1A,ATP synthase F1 subunit alpha
8.049988554833474e-50,0.7259326812767326,0.943,0.721,5.824166719422018e-46,12,ATP5F1,ATP5F1,ENSNFUG00015022272,ATP synthase peripheral stalk-membrane subunit b,ENSG00000116459,ATP5PB,ATP synthase peripheral stalk-membrane subunit b
9.899888952736124e-50,0.8090112186201099,0.777,0.402,7.162569657304586e-46,12,ppp1cab,ppp1cab,ENSNFUG00015023108,serine/threonine-protein phosphatase alpha-2 isoform-like,,NA,NA
1.0136516552449695e-49,0.6640923656590334,0.321,0.089,7.333769725697354e-46,12,apex1,apex1,ENSNFUG00015002905,apurinic/apyrimidinic endodeoxyribonuclease 1,ENSG00000100823,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
1.3079259448149384e-49,0.5024975992386476,0.292,0.077,9.462844210736079e-46,12,GINS4,GINS4,ENSNFUG00015022662,GINS complex subunit 4,ENSG00000147536,GINS4,GINS complex subunit 4
3.1535718712526345e-49,0.6207847239075441,0.509,0.19,2.281609248851281e-45,12,eny2,eny2,ENSNFUG00015002928,ENY2 transcription and export complex 2 subunit,ENSG00000120533,ENY2,ENY2 transcription and export complex 2 subunit
5.1457948955044854e-49,0.6055701946245104,0.994,0.959,3.722982606897495e-45,12,RPL15,RPL15,ENSNFUG00015014462,ribosomal protein L15,ENSG00000174748,RPL15,ribosomal protein L15
6.090353076680786e-49,0.5708385027422149,0.259,0.064,4.4063704509785487e-45,12,LGALS8,LGALS8,ENSNFUG00015003716,ribonucleoside-diphosphate reductase subunit M2-like,ENSG00000116977,LGALS8,galectin 8
6.090353076680786e-49,0.5708385027422149,0.259,0.064,4.4063704509785487e-45,12,LGALS8,LGALS8,ENSNFUG00015014074,galectin-8-like,ENSG00000116977,LGALS8,galectin 8
6.168554112809511e-49,0.5670456842776881,0.524,0.199,4.462948900617681e-45,12,DNAJC8,DNAJC8,ENSNFUG00015017303,DnaJ heat shock protein family (Hsp40) member C8,ENSG00000126698,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8
7.216813040632147e-49,0.5578805584031723,0.411,0.135,5.221364234897358e-45,12,thoc3,thoc3,ENSNFUG00015000586,THO complex 3,ENSG00000051596,THOC3,THO complex 3
9.05393182751933e-49,0.8384624215409433,0.878,0.549,6.550519677210235e-45,12,ENSNFUG00015009387,,ENSNFUG00015009387,protein LYRIC-like,ENSG00000176909,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator
1.164917693971359e-48,0.7665455023197314,0.682,0.302,8.428179515882783e-45,12,calr3b,calr3b,ENSNFUG00015005017,calreticulin 3b,ENSG00000269058,CALR3,calreticulin 3
2.0797969327592237e-48,0.5128974937933446,1,0.985,1.5047330808512983e-44,12,RPL37,RPL37,ENSNFUG00015003531,ribosomal protein L37,ENSG00000145592,RPL37,ribosomal protein L37
3.8077721545206736e-48,0.5749554777982315,0.598,0.246,2.754923153795707e-44,12,GADD45GIP1,GADD45GIP1,ENSNFUG00015002764,GADD45G interacting protein 1,ENSG00000179271,GADD45GIP1,GADD45G interacting protein 1
5.82775362804945e-48,0.7689672212367784,0.682,0.316,4.2163797498937766e-44,12,snrpc,snrpc,ENSNFUG00015011478,small nuclear ribonucleoprotein polypeptide C,ENSG00000124562,SNRPC,small nuclear ribonucleoprotein polypeptide C
9.799896515080172e-48,0.6298830989229549,0.673,0.291,7.090225128660505e-44,12,prdx5,prdx5,ENSNFUG00015011653,peroxiredoxin 5,ENSG00000126432,PRDX5,peroxiredoxin 5
1.4850025270918013e-47,0.7721648033661577,0.557,0.238,1.0743993283509183e-43,12,taf12,taf12,ENSNFUG00015001385,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor",ENSG00000120656,TAF12,TATA-box binding protein associated factor 12
1.9786529979987486e-47,0.5146511509250199,0.42,0.142,1.4315554440520947e-43,12,BCL2L13,BCL2L13,ENSNFUG00015004823,BCL2 like 13,ENSG00000099968,BCL2L13,BCL2 like 13
2.842411202590435e-47,0.7302304256330749,0.664,0.307,2.0564845050741797e-43,12,DDX39A,DDX39A,ENSNFUG00015001735,spliceosome RNA helicase DDX39B-like,ENSG00000123136,DDX39A,DExD-box helicase 39A
3.507327007831881e-47,0.6520583460506729,0.56,0.227,2.537551090166366e-43,12,SRSF11.1,NA,NA,NA,NA,NA,NA
5.264241419573011e-47,0.5628679865056776,0.369,0.116,3.8086786670610736e-43,12,srsf7a,srsf7a,ENSNFUG00015004027,serine and arginine rich splicing factor 7,ENSG00000115875,SRSF7,serine and arginine rich splicing factor 7
6.012694759015886e-47,0.9216585980987801,0.711,0.329,4.3501846581479936e-43,12,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000118971,CCND2,cyclin D2
6.012694759015886e-47,0.9216585980987801,0.711,0.329,4.3501846581479936e-43,12,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000285901,,novel transcript
7.5970819672047385e-47,0.5162913790271899,1,0.98,5.496488803272628e-43,12,rpl36a,rpl36a,ENSNFUG00015007512,ribosomal protein L36A,ENSG00000165502,RPL36AL,ribosomal protein L36a like
1.0581220092017364e-46,0.5059726797374633,0.357,0.11,7.655512736574562e-43,12,wbp11,wbp11,ENSNFUG00015016368,WW domain binding protein 11,,NA,NA
2.0172485514343434e-46,0.7350186606722928,0.661,0.305,1.4594793269627476e-42,12,SEC61A1,SEC61A1,ENSNFUG00015005158,protein transport protein Sec61 subunit alpha-like 1,ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1
2.0172485514343434e-46,0.7350186606722928,0.661,0.305,1.4594793269627476e-42,12,SEC61A1,SEC61A1,ENSNFUG00015016424,protein transport protein Sec61 subunit alpha-like 1,ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1
2.5513637434741808e-46,0.5056245135646134,0.494,0.185,1.84591166840357e-42,12,NCBP2,NCBP2,ENSNFUG00015024096,nuclear cap binding protein subunit 2,ENSG00000170935,NCBP2L,nuclear cap binding protein subunit 2 like
2.5513637434741808e-46,0.5056245135646134,0.494,0.185,1.84591166840357e-42,12,NCBP2,NCBP2,ENSNFUG00015024096,nuclear cap binding protein subunit 2,ENSG00000114503,NCBP2,nuclear cap binding protein subunit 2
2.891508136721605e-46,0.8989630372437472,0.381,0.13,2.0920061369180813e-42,12,FEN1,FEN1,ENSNFUG00015004542,flap structure-specific endonuclease 1,ENSG00000168496,FEN1,flap structure-specific endonuclease 1
3.0661261261121333e-46,0.6754603258648342,0.735,0.371,2.2183422522421284e-42,12,HINT1,HINT1,ENSNFUG00015001856,histidine triad nucleotide binding protein 1,,NA,NA
8.150168435818555e-46,0.7901746725680354,0.878,0.589,5.896646863314725e-42,12,cox6b2,cox6b2,ENSNFUG00015001637,cytochrome c oxidase subunit 6B1,ENSG00000160471,COX6B2,cytochrome c oxidase subunit 6B2
1.608876790586817e-45,0.7239460389397179,0.83,0.475,1.1640223579895623e-41,12,uqcr10,uqcr10,ENSNFUG00015008972,cytochrome b-c1 complex subunit 9,ENSG00000184076,UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
2.1305259173214132e-45,0.5857673923218749,0.527,0.211,1.5414355011820425e-41,12,PSMD12,PSMD12,ENSNFUG00015005442,"proteasome 26S subunit, non-ATPase 12",ENSG00000197170,PSMD12,"proteasome 26S subunit, non-ATPase 12"
3.728176173721023e-45,0.5338750854900801,0.521,0.205,2.69733546168716e-41,12,PSMC5,PSMC5,ENSNFUG00015018990,"proteasome 26S subunit, ATPase 5",ENSG00000087191,PSMC5,"proteasome 26S subunit, ATPase 5"
4.592466987812983e-45,0.5206025882779224,0.458,0.164,3.322649865682693e-41,12,CSTF2,CSTF2,ENSNFUG00015001129,cleavage stimulation factor subunit 2,ENSG00000101811,CSTF2,cleavage stimulation factor subunit 2
4.8196818827421397e-45,0.5080576013082974,0.997,0.98,3.487039842163938e-41,12,RPL35,RPL35,ENSNFUG00015012060,ribosomal protein L35,ENSG00000136942,RPL35,ribosomal protein L35
5.227165906242392e-45,0.5760346335925935,0.58,0.249,3.7818545331663707e-41,12,UQCRC2B,UQCRC2B,ENSNFUG00015014846,"cytochrome b-c1 complex subunit 2, mitochondrial-like",ENSG00000140740,UQCRC2,ubiquinol-cytochrome c reductase core protein 2
9.438043099985789e-45,0.6985346686420708,0.64,0.303,6.828424182839719e-41,12,PPIG,PPIG,ENSNFUG00015024766,peptidylprolyl isomerase G,ENSG00000138398,PPIG,peptidylprolyl isomerase G
1.0721454638119062e-44,0.7085412393739805,0.875,0.589,7.756972430679141e-41,12,NDUFS5,NDUFS5,ENSNFUG00015021442,"NADH:ubiquinone oxidoreductase subunit S5",ENSG00000168653,NDUFS5,"NADH:ubiquinone oxidoreductase subunit S5"
1.32211081857441e-44,0.54372743971583,0.527,0.208,9.565471772385857e-41,12,BCL7B,BCL7B,ENSNFUG00015008756,BAF chromatin remodeling complex subunit BCL7B,ENSG00000106635,BCL7B,BAF chromatin remodeling complex subunit BCL7B
1.3811848903229418e-44,0.6186486677831735,0.42,0.148,9.992872681486484e-41,12,ENSNFUG00015002917,,ENSNFUG00015002917,NA,,NA,NA
1.4904496633062742e-44,0.5449105213121285,0.574,0.231,1.0783403314020894e-40,12,GCSH,GCSH,ENSNFUG00015017932,"glycine cleavage system H protein, mitochondrial-like",,NA,NA
5.222069080202346e-44,0.5546326657171434,1,0.99,3.778166979526397e-40,12,hsp90ab1,hsp90ab1,ENSNFUG00015000474,heat shock protein 90 alpha family class B member 1,ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1
1.8298310877058223e-43,0.522645684268624,0.399,0.135,1.3238827919551625e-39,12,SRRM1,SRRM1,ENSNFUG00015015155,serine and arginine repetitive matrix 1,,NA,NA
6.478112530692364e-43,0.8812023962279233,0.44,0.171,4.686914415955925e-39,12,SATL1,SATL1,ENSNFUG00015022339,spermidine/spermine N1-acetyltransferase 1,,NA,NA
8.373287305137072e-43,0.5800010081777123,0.381,0.129,6.058073365266672e-39,12,top2b,top2b,ENSNFUG00015011532,DNA topoisomerase II beta,ENSG00000077097,TOP2B,DNA topoisomerase II beta
9.747174444562265e-43,0.6068337350895975,0.616,0.282,7.052080710640798e-39,12,ndufs3,ndufs3,ENSNFUG00015011173,"NADH:ubiquinone oxidoreductase core subunit S3",ENSG00000213619,NDUFS3,"NADH:ubiquinone oxidoreductase core subunit S3"
1.3018198017024623e-42,0.6486166311757633,0.917,0.628,9.418666265317315e-39,12,pomp,pomp,ENSNFUG00015004376,proteasome maturation protein,ENSG00000132963,POMP,proteasome maturation protein
1.6778283894967425e-42,0.5680575488763628,0.357,0.117,1.2139088398008933e-38,12,C11H12ORF10,C11H12ORF10,ENSNFUG00015016109,MYG1 exonuclease,ENSG00000139637,MYG1,MYG1 exonuclease
1.6813102579522598e-42,0.6271472417692583,0.69,0.338,1.21642797162846e-38,12,cwc15,cwc15,ENSNFUG00015014760,CWC15 spliceosome associated protein homolog,ENSG00000150316,CWC15,CWC15 spliceosome associated protein homolog
2.776593902023152e-42,0.8931167243267675,0.81,0.481,2.0088656881137505e-38,12,GSTM3,GSTM3,ENSNFUG00015022289,glutathione S-transferase mu 3,ENSG00000134202,GSTM3,glutathione S-transferase mu 3
2.776593902023152e-42,0.8931167243267675,0.81,0.481,2.0088656881137505e-38,12,GSTM3,GSTM3,ENSNFUG00015022304,glutathione S-transferase mu 3,ENSG00000134202,GSTM3,glutathione S-transferase mu 3
5.411670523698705e-42,0.5897747191646092,0.515,0.209,3.915343623896013e-38,12,KRTCAP2,KRTCAP2,ENSNFUG00015022571,keratinocyte associated protein 2,ENSG00000163463,KRTCAP2,keratinocyte associated protein 2
5.6913907601271275e-42,0.6393693945043974,0.943,0.762,4.1177212149519766e-38,12,ATP5O,ATP5O,ENSNFUG00015011610,ATP synthase peripheral stalk subunit OSCP,ENSG00000249209,,novel protein similar to ATP synthase delta (OSCP) subunit domain
5.6913907601271275e-42,0.6393693945043974,0.943,0.762,4.1177212149519766e-38,12,ATP5O,ATP5O,ENSNFUG00015011610,ATP synthase peripheral stalk subunit OSCP,ENSG00000241837,ATP5PO,ATP synthase peripheral stalk subunit OSCP
5.849350594291959e-42,0.5079853152028545,0.473,0.176,4.2320051549702323e-38,12,FNTB,FNTB,ENSNFUG00015003237,protein farnesyltransferase subunit beta-like,ENSG00000125954,CHURC1-FNTB,CHURC1-FNTB readthrough
5.849350594291959e-42,0.5079853152028545,0.473,0.176,4.2320051549702323e-38,12,FNTB,FNTB,ENSNFUG00015003237,protein farnesyltransferase subunit beta-like,ENSG00000257365,FNTB,"farnesyltransferase, CAAX box, beta"
1.1209010913825087e-41,0.5345645257485582,0.289,0.083,8.10971939615245e-38,12,prim1,prim1,ENSNFUG00015014644,DNA primase subunit 1,ENSG00000198056,PRIM1,DNA primase subunit 1
1.1209010913825087e-41,0.5345645257485582,0.289,0.083,8.10971939615245e-38,12,prim1,prim1,ENSNFUG00015014644,DNA primase subunit 1,ENSG00000285625,,novel protein
1.239773646341839e-41,0.6247036484167583,0.301,0.09,8.969762331283205e-38,12,RPA1,RPA1,ENSNFUG00015002329,replication protein A1,ENSG00000132383,RPA1,replication protein A1
1.239773646341839e-41,0.6247036484167583,0.301,0.09,8.969762331283205e-38,12,RPA1,RPA1,ENSNFUG00015020856,replication protein A 70 kDa DNA-binding subunit-like,ENSG00000132383,RPA1,replication protein A1
2.117979793795961e-41,0.6559573775872782,0.765,0.409,1.5323583808113778e-37,12,PFDN6,PFDN6,ENSNFUG00015001589,prefoldin subunit 6,ENSG00000204220,PFDN6,prefoldin subunit 6
